candle_time,symbol,direction,entry_price,sl,tp,exit_price,exit_candle_time,pnl_pct,pnl_usd,status,exit_reason
2026-01-08T07:59:59.999000+00:00,BTCUSDT,LONG,90437.07,88261.52714285714,94788.15571428572,90478.98,2026-01-10T07:59:59.999000+00:00,0.05,9.63,CLOSED,TIME
2026-01-08T07:59:59.999000+00:00,XRPUSDT,LONG,2.1264,1.9935714285714283,2.3920571428571424,2.0854,2026-01-10T07:59:59.999000+00:00,-1.93,-154.33,CLOSED,TIME
2026-01-08T23:59:59.999000+00:00,ETHUSDT,LONG,3093.13,2981.2514285714287,3316.887142857143,3095.66,2026-01-10T23:59:59.999000+00:00,0.08,11.31,CLOSED,TIME
2026-01-09T15:59:59.999000+00:00,BNBUSDT,LONG,889.8,871.0171428571427,927.3657142857144,913.34,2026-01-11T15:59:59.999000+00:00,2.65,626.64,CLOSED,TIME
2026-01-11T11:59:59.999000+00:00,SOLUSDT,LONG,136.34,133.32857142857145,142.36285714285714,142.36285714285714,2026-01-12T07:59:59.999000+00:00,4.42,1000.0,CLOSED,TP_HARD
2026-01-11T23:59:59.999000+00:00,XRPUSDT,LONG,2.0601,2.019942857142857,2.140414285714286,2.140414285714286,2026-01-13T23:59:59.999000+00:00,3.9,1000.0,CLOSED,TP_HARD
2026-01-16T11:59:59.999000+00:00,XRPUSDT,LONG,2.0698,1.9980714285714285,2.2132571428571426,2.0592,2026-01-18T11:59:59.999000+00:00,-0.51,-73.89,CLOSED,TIME
2026-01-19T03:59:59.999000+00:00,BTCUSDT,LONG,92581.17,91369.93714285712,95003.63571428572,91369.93714285712,2026-01-20T07:59:59.999000+00:00,-1.31,-500.0,CLOSED,SL
2026-01-19T03:59:59.999000+00:00,SOLUSDT,LONG,133.93,130.26857142857145,141.25285714285715,130.26857142857145,2026-01-20T11:59:59.999000+00:00,-2.73,-500.0,CLOSED,SL
2026-01-19T23:59:59.999000+00:00,ETHUSDT,LONG,3224.12,3157.2314285714283,3357.8971428571426,3157.2314285714283,2026-01-20T07:59:59.999000+00:00,-2.07,-500.0,CLOSED,SL
2026-01-19T23:59:59.999000+00:00,BNBUSDT,LONG,929.34,909.1271428571428,969.7657142857144,909.1271428571428,2026-01-20T15:59:59.999000+00:00,-2.17,-500.0,CLOSED,SL
2026-01-19T23:59:59.999000+00:00,XRPUSDT,LONG,1.9985,1.9456857142857145,2.104128571428572,1.9456857142857145,2026-01-20T07:59:59.999000+00:00,-2.64,-500.0,CLOSED,SL
2026-01-20T07:59:59.999000+00:00,BTCUSDT,LONG,91752.03,90275.91571428571,94704.25857142857,90275.91571428571,2026-01-20T15:59:59.999000+00:00,-1.61,-500.0,CLOSED,SL
2026-01-20T07:59:59.999000+00:00,ETHUSDT,LONG,3169.34,3091.848571428572,3324.322857142857,3091.848571428572,2026-01-20T11:59:59.999000+00:00,-2.45,-500.0,CLOSED,SL
2026-01-20T11:59:59.999000+00:00,ETHUSDT,LONG,3091.31,3004.775714285714,3264.3785714285714,3004.775714285714,2026-01-20T15:59:59.999000+00:00,-2.8,-500.0,CLOSED,SL
2026-01-20T15:59:59.999000+00:00,BNBUSDT,LONG,908.56,880.6199999999999,964.44,880.6199999999999,2026-01-20T23:59:59.999000+00:00,-3.08,-500.0,CLOSED,SL
2026-01-20T15:59:59.999000+00:00,BTCUSDT,LONG,90725.68,88954.34857142856,94268.34285714284,88954.34857142856,2026-01-20T23:59:59.999000+00:00,-1.95,-500.0,CLOSED,SL
2026-01-20T23:59:59.999000+00:00,BNBUSDT,LONG,895.12,858.3657142857143,968.6285714285716,858.3657142857143,2026-01-20T23:59:59.999000+00:00,-4.11,-500.0,CLOSED,SL
2026-01-20T23:59:59.999000+00:00,BNBUSDT,LONG,895.36,858.6057142857143,968.8685714285716,858.6057142857143,2026-01-20T23:59:59.999000+00:00,-4.1,-500.0,CLOSED,SL
2026-01-22T11:59:59.999000+00:00,BNBUSDT,LONG,890.27,856.5385714285715,957.732857142857,891.81,2026-01-24T11:59:59.999000+00:00,0.17,22.83,CLOSED,TIME
2026-01-28T03:59:59.999000+00:00,BTCUSDT,SHORT,89448.02,91450.34142857144,85443.37714285715,85443.37714285715,2026-01-29T15:59:59.999000+00:00,4.48,1000.0,CLOSED,TP_HARD
2026-01-28T03:59:59.999000+00:00,ETHUSDT,SHORT,3016.46,3115.937142857143,2817.5057142857145,2817.5057142857145,2026-01-29T15:59:59.999000+00:00,6.6,1000.0,CLOSED,TP_HARD
2026-01-28T03:59:59.999000+00:00,SOLUSDT,SHORT,126.97,130.82285714285717,119.26428571428572,119.26428571428572,2026-01-29T15:59:59.999000+00:00,6.07,1000.0,CLOSED,TP_HARD
2026-01-28T03:59:59.999000+00:00,XRPUSDT,SHORT,1.9027,1.9593285714285715,1.7894428571428571,1.7894428571428571,2026-01-29T19:59:59.999000+00:00,5.95,1000.0,CLOSED,TP_HARD
2026-02-08T03:59:59.999000+00:00,XRPUSDT,SHORT,1.4288,1.5866857142857145,1.1130285714285717,1.4464,2026-02-10T03:59:59.999000+00:00,-1.23,-55.74,CLOSED,TIME
2026-02-08T07:59:59.999000+00:00,BTCUSDT,SHORT,69232.54,73669.81142857143,60357.99714285713,69722.47,2026-02-10T07:59:59.999000+00:00,-0.71,-55.21,CLOSED,TIME
2026-02-08T07:59:59.999000+00:00,ETHUSDT,SHORT,2082.26,2232.421428571429,1781.937142857143,2068.44,2026-02-10T07:59:59.999000+00:00,0.66,46.02,CLOSED,TIME
2026-02-08T07:59:59.999000+00:00,SOLUSDT,SHORT,87.3,94.52,72.85999999999999,86.47,2026-02-10T07:59:59.999000+00:00,0.95,57.48,CLOSED,TIME
2026-02-14T11:59:59.999000+00:00,ETHUSDT,SHORT,2099.89,2175.7057142857143,1948.258571428571,,,,,OPEN,
2026-02-14T11:59:59.999000+00:00,SOLUSDT,SHORT,87.1,90.85571428571428,79.58857142857144,,,,,OPEN,
2026-02-14T11:59:59.999000+00:00,XRPUSDT,SHORT,1.4672,1.5174571428571428,1.3666857142857143,,,,,OPEN,
